timestamp,open,high,low,close,volume
2025-03-21 00:00:00,1.8557,1.8999,1.8432,1.8513,326663.7
2025-03-21 04:00:00,1.851,1.8586,1.8219,1.8292,258162.7
2025-03-21 08:00:00,1.8294,1.8922,1.7983,1.8728,899028.3
2025-03-21 12:00:00,1.8722,1.8989,1.8273,1.8694,511413.1
2025-03-21 16:00:00,1.8704,1.8794,1.8475,1.8748,255015.1
2025-03-21 20:00:00,1.875,1.885,1.8601,1.8624,150863.3
2025-03-22 00:00:00,1.8627,1.8844,1.8472,1.8702,190411.4
2025-03-22 04:00:00,1.8702,1.9082,1.8653,1.8973,342340.6
2025-03-22 08:00:00,1.8974,1.9559,1.884,1.9443,381673.6
2025-03-22 12:00:00,1.9435,1.9676,1.9134,1.9653,302627.2
2025-03-22 16:00:00,1.9653,1.9926,1.859,1.924,565436.9
2025-03-22 20:00:00,1.9242,1.9389,1.8931,1.9088,389006.9
2025-03-23 00:00:00,1.9087,1.9134,1.8747,1.9107,222357.9
2025-03-23 04:00:00,1.9111,1.9117,1.867,1.8869,170041.1
2025-03-23 08:00:00,1.8875,1.8918,1.8757,1.8806,107282.0
2025-03-23 12:00:00,1.8808,1.9126,1.8641,1.8888,273180.0
2025-03-23 16:00:00,1.8885,1.894,1.8646,1.8908,160910.1
2025-03-23 20:00:00,1.8911,1.8983,1.8744,1.8948,119869.3
2025-03-24 00:00:00,1.8949,1.9427,1.8718,1.9093,387671.0
2025-03-24 04:00:00,1.9093,1.9462,1.9093,1.9261,193161.4
2025-03-24 08:00:00,1.9259,1.9538,1.9011,1.9139,251314.2
2025-03-24 12:00:00,1.9141,1.9455,1.9107,1.9253,204427.6
2025-03-24 16:00:00,1.9262,1.9454,1.9184,1.9213,149090.8
2025-03-24 20:00:00,1.9217,1.9328,1.9081,1.9224,93434.9
2025-03-25 00:00:00,1.922,1.9383,1.8956,1.9032,193159.7
2025-03-25 04:00:00,1.903,1.9492,1.9,1.9294,164754.7
2025-03-25 08:00:00,1.9291,1.9456,1.9126,1.9366,211864.9
2025-03-25 12:00:00,1.9367,1.9481,1.8573,1.8804,530747.8
2025-03-25 16:00:00,1.8809,1.9334,1.8788,1.9099,250759.1
2025-03-25 20:00:00,1.91,1.9235,1.8981,1.9206,107700.1
2025-03-26 00:00:00,1.9208,1.9213,1.8902,1.8973,169568.2
2025-03-26 04:00:00,1.8973,1.9399,1.8962,1.933,177106.7
2025-03-26 08:00:00,1.933,1.9666,1.9205,1.9455,205323.1
2025-03-26 12:00:00,1.9458,1.9492,1.8683,1.8772,457591.4
2025-03-26 16:00:00,1.8768,1.8955,1.842,1.871,200239.0
2025-03-26 20:00:00,1.8698,1.8846,1.8453,1.8559,112412.8
2025-03-27 00:00:00,1.8562,1.8914,1.8517,1.888,127341.3
2025-03-27 04:00:00,1.8882,1.9014,1.8808,1.8844,91489.0
2025-03-27 08:00:00,1.8847,1.8894,1.8191,1.8287,317902.5
2025-03-27 12:00:00,1.8285,1.8824,1.8101,1.8621,503725.9
2025-03-27 16:00:00,1.8619,1.8644,1.8341,1.8438,145551.2
2025-03-27 20:00:00,1.8443,1.859,1.8379,1.8422,75082.7
2025-03-28 00:00:00,1.842,1.8791,1.79,1.8114,372665.5
2025-03-28 04:00:00,1.811,1.8365,1.7714,1.8226,600797.8
2025-03-28 08:00:00,1.8216,1.8376,1.7776,1.8096,369352.3
2025-03-28 12:00:00,1.8096,1.8245,1.7988,1.8146,193276.2
2025-03-28 16:00:00,1.8142,1.8275,1.7949,1.8,207121.5
2025-03-28 20:00:00,1.8008,1.8194,1.788,1.8194,132388.6
2025-03-29 00:00:00,1.8193,1.827,1.7799,1.8104,282313.4
2025-03-29 04:00:00,1.8097,1.8133,1.7529,1.7681,302965.7
2025-03-29 08:00:00,1.7682,1.7804,1.7394,1.7494,263992.9
2025-03-29 12:00:00,1.7493,1.792,1.7406,1.7844,414629.8
2025-03-29 16:00:00,1.7846,1.8079,1.7614,1.8014,491488.2
2025-03-29 20:00:00,1.8018,1.8032,1.7774,1.7972,158664.4
2025-03-30 00:00:00,1.7971,1.8819,1.7954,1.8481,766019.1
2025-03-30 04:00:00,1.8479,1.9133,1.8461,1.8964,1109832.0
2025-03-30 08:00:00,1.8967,1.9077,1.7911,1.8096,944746.2
2025-03-30 12:00:00,1.8099,1.825,1.7782,1.8052,379467.0
2025-03-30 16:00:00,1.8056,1.8206,1.7822,1.8019,177760.1
2025-03-30 20:00:00,1.8022,1.8161,1.7824,1.8076,259923.7
2025-03-31 00:00:00,1.808,1.8246,1.7712,1.7846,339544.6
2025-03-31 04:00:00,1.7845,1.7952,1.7701,1.7808,196814.4
2025-03-31 08:00:00,1.781,1.81,1.7676,1.8,359618.8
2025-03-31 12:00:00,1.8005,1.8394,1.7899,1.822,299732.4
2025-03-31 16:00:00,1.8221,1.8389,1.7986,1.804,154253.8
2025-03-31 20:00:00,1.8046,1.8122,1.7889,1.796,102573.5
2025-04-01 00:00:00,1.7961,1.8218,1.7905,1.8121,117971.4
2025-04-01 04:00:00,1.8124,1.8196,1.8014,1.815,120615.4
2025-04-01 08:00:00,1.8152,1.8354,1.6168,1.6231,1417399.6
2025-04-01 12:00:00,1.6232,1.6411,1.5665,1.5987,1379712.2
2025-04-01 16:00:00,1.5987,1.6137,1.4777,1.4883,1090749.0
2025-04-01 20:00:00,1.4893,1.5581,1.4798,1.5201,951326.2
2025-04-02 00:00:00,1.5201,1.5764,1.437,1.5593,1897301.2
2025-04-02 04:00:00,1.5595,1.6102,1.519,1.529,1157873.3
2025-04-02 08:00:00,1.529,1.5656,1.5124,1.535,492637.9
2025-04-02 12:00:00,1.535,1.6318,1.5171,1.5872,853793.7
2025-04-02 16:00:00,1.5876,1.6061,1.5579,1.5764,391007.4
2025-04-02 20:00:00,1.5764,1.6208,1.4826,1.5258,942325.9
2025-04-03 00:00:00,1.5259,1.5844,1.5195,1.5702,669549.9
2025-04-03 04:00:00,1.5704,1.5734,1.5177,1.5316,320303.5
2025-04-03 08:00:00,1.5321,1.5582,1.4921,1.539,515170.5
2025-04-03 12:00:00,1.539,1.5709,1.5105,1.57,545153.0
2025-04-03 16:00:00,1.57,1.5793,1.5426,1.5633,236931.0
2025-04-03 20:00:00,1.5635,1.5726,1.5434,1.5541,175160.8
2025-04-04 00:00:00,1.5544,1.5692,1.534,1.5483,217142.0
2025-04-04 04:00:00,1.5485,1.5745,1.5392,1.5451,273368.0
2025-04-04 08:00:00,1.5454,1.5555,1.4726,1.5107,930063.1
2025-04-04 12:00:00,1.5108,1.6281,1.4984,1.5812,1986018.4
2025-04-04 16:00:00,1.582,1.5956,1.5468,1.5862,332291.3
2025-04-04 20:00:00,1.5864,1.6117,1.582,1.599,194346.5
2025-04-05 00:00:00,1.599,1.6058,1.5857,1.5972,165929.6
2025-04-05 04:00:00,1.5974,1.6299,1.5916,1.6257,262995.4
2025-04-05 08:00:00,1.6257,1.6257,1.5984,1.6026,286510.3
2025-04-05 12:00:00,1.6024,1.6203,1.5724,1.591,434505.8
