timestamp,open,high,low,close,volume
2025-12-14 12:00:00,0.7726,0.8189,0.7722,0.796,7702672.0
2025-12-14 16:00:00,0.796,0.808,0.787,0.7983,7801190.0
2025-12-14 20:00:00,0.7983,0.8026,0.7792,0.7871,2713274.0
2025-12-15 00:00:00,0.7871,0.8008,0.7712,0.7883,4321743.0
2025-12-15 04:00:00,0.7881,0.7985,0.7805,0.7875,3342320.0
2025-12-15 08:00:00,0.7874,0.7889,0.7792,0.7876,1581325.0
2025-12-15 12:00:00,0.7876,0.8006,0.767,0.7741,5745399.0
2025-12-15 16:00:00,0.7741,0.7821,0.7667,0.7698,3102341.0
2025-12-15 20:00:00,0.7698,0.7772,0.7652,0.7665,1876671.0
2025-12-16 00:00:00,0.7664,0.7782,0.7629,0.7678,2867109.0
2025-12-16 04:00:00,0.7678,0.7802,0.7651,0.7661,2116822.0
2025-12-16 08:00:00,0.7662,0.7677,0.754,0.7624,3734026.0
2025-12-16 12:00:00,0.7625,0.7664,0.7578,0.7586,1715110.0
2025-12-16 16:00:00,0.7587,0.7657,0.7567,0.7651,1967628.0
2025-12-16 20:00:00,0.7651,0.7738,0.7637,0.7717,1303241.0
2025-12-17 00:00:00,0.7717,0.7755,0.7601,0.767,1761664.0
2025-12-17 04:00:00,0.767,0.795,0.7659,0.7679,3071234.0
2025-12-17 08:00:00,0.768,0.7998,0.7663,0.7924,2816291.0
2025-12-17 12:00:00,0.7924,0.8079,0.7778,0.7888,4672533.0
2025-12-17 16:00:00,0.7887,0.815,0.7755,0.8058,5098124.0
2025-12-17 20:00:00,0.8059,0.8136,0.7954,0.799,3045285.0
2025-12-18 00:00:00,0.799,0.8463,0.7887,0.8259,8096155.0
2025-12-18 04:00:00,0.8259,0.8837,0.8243,0.8633,12740785.0
2025-12-18 08:00:00,0.8632,0.89,0.8557,0.8806,13851016.0
2025-12-18 12:00:00,0.8807,0.9906,0.832,0.8734,56738268.0
2025-12-18 16:00:00,0.8734,0.8876,0.7928,0.8211,26081308.0
2025-12-18 20:00:00,0.8205,0.8487,0.8198,0.8304,5236560.0
2025-12-19 00:00:00,0.8304,0.8425,0.8005,0.8421,7129550.0
2025-12-19 04:00:00,0.8422,0.8734,0.8153,0.8438,8221180.0
2025-12-19 08:00:00,0.8438,0.8585,0.8416,0.847,3057764.0
2025-12-19 12:00:00,0.8471,0.8776,0.8458,0.8717,6373517.0
2025-12-19 16:00:00,0.8717,0.8744,0.8353,0.8537,4459273.0
2025-12-19 20:00:00,0.8536,0.8581,0.8477,0.8532,1803164.0
2025-12-20 00:00:00,0.8532,0.8612,0.8175,0.8501,6174918.0
2025-12-20 04:00:00,0.8501,0.855,0.8298,0.8366,2017967.0
2025-12-20 08:00:00,0.8366,0.8415,0.8271,0.8379,1561123.0
2025-12-20 12:00:00,0.8379,0.861,0.8362,0.8423,2992653.0
2025-12-20 16:00:00,0.8424,0.8485,0.835,0.8416,1225105.0
2025-12-20 20:00:00,0.8415,0.8451,0.8261,0.83,1384413.0
2025-12-21 00:00:00,0.83,0.8487,0.8243,0.8252,2036147.0
2025-12-21 04:00:00,0.8253,0.8323,0.8204,0.8227,1387055.0
2025-12-21 08:00:00,0.8227,0.8876,0.8227,0.846,5973441.0
2025-12-21 12:00:00,0.846,0.8653,0.829,0.8418,5389490.0
2025-12-21 16:00:00,0.8417,0.843,0.8273,0.8377,1780503.0
2025-12-21 20:00:00,0.8376,0.8376,0.8251,0.8277,1115031.0
2025-12-22 00:00:00,0.8278,0.8348,0.8126,0.8326,2279683.0
2025-12-22 04:00:00,0.8327,0.8364,0.8112,0.8242,3113555.0
2025-12-22 08:00:00,0.8241,0.8335,0.8137,0.8169,2018607.0
2025-12-22 12:00:00,0.817,0.8188,0.795,0.8097,3097282.0
2025-12-22 16:00:00,0.8098,0.8273,0.8068,0.8116,1940259.0
2025-12-22 20:00:00,0.8115,0.8174,0.7995,0.8162,2069603.0
2025-12-23 00:00:00,0.8162,0.8243,0.806,0.8113,1547746.0
2025-12-23 04:00:00,0.8112,0.8195,0.7988,0.8028,1423733.0
2025-12-23 08:00:00,0.8029,0.8073,0.7952,0.8056,1597949.0
2025-12-23 12:00:00,0.8056,0.8132,0.7985,0.8002,1573493.0
2025-12-23 16:00:00,0.8001,0.8042,0.7811,0.7851,2222798.0
2025-12-23 20:00:00,0.7852,0.7977,0.7833,0.7925,918460.0
2025-12-24 00:00:00,0.7926,0.8169,0.79,0.8113,2003359.0
2025-12-24 04:00:00,0.8112,0.8338,0.8084,0.8224,2172264.0
2025-12-24 08:00:00,0.8226,0.8387,0.8077,0.8114,3247733.0
2025-12-24 12:00:00,0.8113,0.8142,0.8001,0.8023,1281241.0
2025-12-24 16:00:00,0.8023,0.8085,0.782,0.788,2030046.0
2025-12-24 20:00:00,0.7881,0.7948,0.7848,0.7896,940721.0
2025-12-25 00:00:00,0.7898,0.8,0.7878,0.7881,1154745.0
2025-12-25 04:00:00,0.7883,0.7887,0.7809,0.7845,1213238.0
2025-12-25 08:00:00,0.7845,0.7974,0.7826,0.7828,1453530.0
2025-12-25 12:00:00,0.7828,0.7902,0.7809,0.7883,1304880.0
2025-12-25 16:00:00,0.7883,0.8042,0.7844,0.7988,1228781.0
2025-12-25 20:00:00,0.7989,0.8002,0.7823,0.7876,1248309.0
2025-12-26 00:00:00,0.7876,0.8056,0.7853,0.7987,1783932.0
2025-12-26 04:00:00,0.7987,0.8065,0.7909,0.7937,1278846.0
2025-12-26 08:00:00,0.7937,0.7958,0.7884,0.7924,1001952.0
2025-12-26 12:00:00,0.7924,0.7986,0.7849,0.7859,1284090.0
2025-12-26 16:00:00,0.7858,0.7973,0.7806,0.7967,1488283.0
2025-12-26 20:00:00,0.7968,0.804,0.7943,0.7985,1019280.0
2025-12-27 00:00:00,0.7988,0.805,0.7946,0.7984,752106.0
2025-12-27 04:00:00,0.7984,0.8037,0.7953,0.798,610121.0
2025-12-27 08:00:00,0.7979,0.8081,0.7953,0.8033,799569.0
2025-12-27 12:00:00,0.8033,0.808,0.7958,0.8,710900.0
2025-12-27 16:00:00,0.8001,0.8012,0.7909,0.7996,804787.0
2025-12-27 20:00:00,0.7996,0.8042,0.7966,0.8027,569334.0
2025-12-28 00:00:00,0.8027,0.8032,0.7906,0.793,644999.0
2025-12-28 04:00:00,0.793,0.7959,0.7879,0.7929,819506.0
2025-12-28 08:00:00,0.793,0.7971,0.7817,0.7868,1253050.0
2025-12-28 12:00:00,0.7868,0.7962,0.7859,0.7946,795331.0
2025-12-28 16:00:00,0.7947,0.805,0.7928,0.7968,977856.0
2025-12-28 20:00:00,0.7968,0.8016,0.7903,0.8,520804.0
2025-12-29 00:00:00,0.8,0.8054,0.7941,0.802,1166980.0
2025-12-29 04:00:00,0.802,0.8095,0.7971,0.7996,1123194.0
2025-12-29 08:00:00,0.7996,0.8091,0.7973,0.8002,1201444.0
2025-12-29 12:00:00,0.8003,0.8026,0.7836,0.7968,2363830.0
2025-12-29 16:00:00,0.7967,0.8,0.7911,0.7943,733869.0
2025-12-29 20:00:00,0.7944,0.8024,0.7932,0.7998,504132.0
2025-12-30 00:00:00,0.7999,0.8028,0.7905,0.7934,656445.0
2025-12-30 04:00:00,0.7934,0.8054,0.7928,0.8017,921092.0
2025-12-30 08:00:00,0.802,0.8145,0.8,0.8057,1690305.0
2025-12-30 12:00:00,0.8057,0.8144,0.7914,0.7928,1553407.0
2025-12-30 16:00:00,0.7928,0.7966,0.7869,0.793,1396510.0
2025-12-30 20:00:00,0.793,0.7953,0.7855,0.7948,811217.0
2025-12-31 00:00:00,0.7949,0.7961,0.7822,0.7842,716703.0
2025-12-31 04:00:00,0.7842,0.7876,0.7809,0.7845,710854.0
2025-12-31 08:00:00,0.7846,0.7931,0.7815,0.7858,2201796.0
2025-12-31 12:00:00,0.7858,0.787,0.7816,0.784,534113.0
2025-12-31 16:00:00,0.7842,0.788,0.7821,0.7848,665262.0
2025-12-31 20:00:00,0.7848,0.7949,0.7819,0.7923,582490.0
2026-01-01 00:00:00,0.7924,0.8103,0.7867,0.7999,1598373.0
2026-01-01 04:00:00,0.7999,0.8066,0.7905,0.792,767622.0
2026-01-01 08:00:00,0.792,0.7985,0.7908,0.7934,453178.0
2026-01-01 12:00:00,0.7933,0.8018,0.7903,0.7994,514036.0
2026-01-01 16:00:00,0.7995,0.8026,0.7981,0.8026,273303.0
2026-01-01 20:00:00,0.8024,0.8034,0.7967,0.7984,292414.0
2026-01-02 00:00:00,0.7983,0.8001,0.786,0.7911,816758.0
2026-01-02 04:00:00,0.7912,0.792,0.7846,0.786,620857.0
2026-01-02 08:00:00,0.786,0.7899,0.7822,0.7849,990853.0
2026-01-02 12:00:00,0.7847,0.7888,0.7822,0.7865,979021.0
2026-01-02 16:00:00,0.7865,0.7946,0.785,0.787,734313.0
2026-01-02 20:00:00,0.7872,0.7942,0.7849,0.7934,521144.0
2026-01-03 00:00:00,0.7934,0.8065,0.7881,0.8005,1170091.0
2026-01-03 04:00:00,0.8004,0.8004,0.7878,0.7973,1145950.0
2026-01-03 08:00:00,0.7974,0.8061,0.7942,0.8003,909084.0
2026-01-03 12:00:00,0.8004,0.8477,0.8004,0.8118,4101147.0
2026-01-03 16:00:00,0.8118,0.8184,0.8073,0.8086,736107.0
2026-01-03 20:00:00,0.8086,0.8196,0.8067,0.8185,471364.0
2026-01-04 00:00:00,0.8184,0.8257,0.8123,0.8241,721177.0
2026-01-04 04:00:00,0.8241,0.8469,0.8241,0.8374,2283034.0
2026-01-04 08:00:00,0.8374,0.8401,0.8186,0.825,2178619.0
2026-01-04 12:00:00,0.8251,0.8329,0.8157,0.83,1525457.0
2026-01-04 16:00:00,0.8299,0.8352,0.8233,0.8297,699846.0
2026-01-04 20:00:00,0.8297,0.8321,0.8167,0.8211,615560.0
2026-01-05 00:00:00,0.821,0.8348,0.8184,0.8258,1138331.0
2026-01-05 04:00:00,0.8257,0.8277,0.8066,0.8149,1469308.0
2026-01-05 08:00:00,0.8151,0.8233,0.807,0.8228,853345.0
2026-01-05 12:00:00,0.8229,0.8417,0.8165,0.8381,1367357.0
2026-01-05 16:00:00,0.838,0.8496,0.8275,0.8428,744506.0
2026-01-05 20:00:00,0.8428,0.875,0.8428,0.8571,1701873.0
2026-01-06 00:00:00,0.8571,0.8622,0.8432,0.8535,840929.0
2026-01-06 04:00:00,0.8536,0.856,0.8306,0.8318,1003786.0
2026-01-06 08:00:00,0.8319,0.8404,0.8266,0.8315,1161018.0
2026-01-06 12:00:00,0.8316,0.8399,0.8235,0.8269,1034340.0
2026-01-06 16:00:00,0.827,0.8301,0.8008,0.815,1886779.0
2026-01-06 20:00:00,0.815,0.8461,0.815,0.8371,850081.0
2026-01-07 00:00:00,0.837,0.8386,0.8187,0.8295,985441.0
2026-01-07 04:00:00,0.8295,0.8306,0.8076,0.8152,943550.0
2026-01-07 08:00:00,0.8155,0.8281,0.8101,0.8259,795528.0
2026-01-07 12:00:00,0.8258,0.8258,0.805,0.8107,1080944.0
2026-01-07 16:00:00,0.8107,0.8148,0.8042,0.8103,544716.0
2026-01-07 20:00:00,0.8102,0.8104,0.8005,0.8043,542118.0
2026-01-08 00:00:00,0.8043,0.8176,0.79,0.7985,1381587.0
2026-01-08 04:00:00,0.7983,0.802,0.7823,0.7964,1026205.0
2026-01-08 08:00:00,0.7964,0.7974,0.782,0.7891,782156.0
2026-01-08 12:00:00,0.7891,0.8022,0.7802,0.8018,1396803.0
2026-01-08 16:00:00,0.8018,0.8019,0.7955,0.7969,538105.0
2026-01-08 20:00:00,0.7969,0.8039,0.7908,0.7974,483988.0
2026-01-09 00:00:00,0.7974,0.8029,0.7921,0.797,616143.0
2026-01-09 04:00:00,0.797,0.8017,0.7918,0.7989,579370.0
2026-01-09 08:00:00,0.799,0.8091,0.7967,0.805,722461.0
2026-01-09 12:00:00,0.805,0.8125,0.7966,0.7999,1091526.0
2026-01-09 16:00:00,0.8,0.8008,0.79,0.7925,726653.0
2026-01-09 20:00:00,0.7923,0.7954,0.7903,0.7909,429305.0
2026-01-10 00:00:00,0.791,0.8041,0.7817,0.7996,1712934.0
2026-01-10 04:00:00,0.7995,0.8,0.7883,0.7967,662536.0
2026-01-10 08:00:00,0.7968,0.8042,0.7965,0.8031,556798.0
2026-01-10 12:00:00,0.803,0.8033,0.7914,0.7937,501596.0
2026-01-10 16:00:00,0.7938,0.7968,0.7908,0.795,531945.0
